"","Question","id","LLM_Answer","Human_Answer","Correct_Answer","Same_Answer","Neither_Correct"
"301","Q10",6,"Rhinoceros Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"302","Q10",7,"Crested Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"303","Q10",8,"Rhinoceros Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"304","Q10",9,"Rhinoceros Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"305","Q10",10,"Parakeet Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"306","Q10",13,"Parakeet Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"307","Q10",14,"Rhinoceros Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"308","Q10",15,"Parakeet Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"309","Q10",16,"Crested Auklet","Parakeet Auklet","Least Auklet",FALSE,TRUE
"310","Q10",17,"Rhinoceros Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"311","Q10",19,"Rhinoceros Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"312","Q10",20,"Crested Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"313","Q10",21,"Rhinoceros Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"314","Q10",24,"Parakeet Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"315","Q10",25,"Rhinoceros Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"316","Q10",26,"Parakeet Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"317","Q10",27,"Parakeet Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"318","Q10",28,"Rhinoceros Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"319","Q10",29,"Crested Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"320","Q10",30,"Rhinoceros Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"321","Q10",32,"Crested Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"322","Q10",33,"Rhinoceros Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"323","Q10",35,"Parakeet Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"324","Q10",36,"Parakeet Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"325","Q10",37,"Rhinoceros Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"326","Q10",38,"Parakeet Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"327","Q10",39,"Rhinoceros Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"328","Q10",40,"Rhinoceros Auklet","Parakeet Auklet","Least Auklet",FALSE,TRUE
"329","Q10",41,"Crested Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"330","Q10",42,"Crested Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"331","Q10",43,"Parakeet Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"332","Q10",45,"Parakeet Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"333","Q10",46,"Rhinoceros Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"334","Q10",47,"Parakeet Auklet","Least Auklet","Least Auklet",FALSE,FALSE
"335","Q10",49,"Least Auklet","Parakeet Auklet","Least Auklet",FALSE,FALSE
"336","Q11",0,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"337","Q11",1,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"338","Q11",2,"Crested Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"339","Q11",3,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"340","Q11",4,"Parakeet Auklet","Least Auklet","Parakeet Auklet",FALSE,FALSE
"341","Q11",5,"Parakeet Auklet","Least Auklet","Parakeet Auklet",FALSE,FALSE
"342","Q11",6,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"343","Q11",7,"Parakeet Auklet","Least Auklet","Parakeet Auklet",FALSE,FALSE
"344","Q11",8,"Parakeet Auklet","Least Auklet","Parakeet Auklet",FALSE,FALSE
"345","Q11",9,"Crested Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"346","Q11",10,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"347","Q11",11,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"348","Q11",12,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"349","Q11",13,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"350","Q11",14,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"351","Q11",15,"Parakeet Auklet","Least Auklet","Parakeet Auklet",FALSE,FALSE
"352","Q11",17,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"353","Q11",18,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"354","Q11",19,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"355","Q11",20,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"356","Q11",21,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"357","Q11",23,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"358","Q11",25,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"359","Q11",26,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"360","Q11",27,"Parakeet Auklet","Least Auklet","Parakeet Auklet",FALSE,FALSE
"361","Q11",28,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"362","Q11",29,"Crested Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"363","Q11",30,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"364","Q11",31,"Crested Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"365","Q11",32,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"366","Q11",33,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"367","Q11",34,"Parakeet Auklet","Least Auklet","Parakeet Auklet",FALSE,FALSE
"368","Q11",35,"Parakeet Auklet","Least Auklet","Parakeet Auklet",FALSE,FALSE
"369","Q11",38,"Crested Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"370","Q11",39,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"371","Q11",40,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"372","Q11",41,"Crested Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"373","Q11",42,"Crested Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"374","Q11",43,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"375","Q11",44,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"376","Q11",45,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"377","Q11",46,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"378","Q11",48,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"379","Q12",0,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"380","Q12",1,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"381","Q12",2,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"382","Q12",3,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"383","Q12",4,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"384","Q12",5,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"385","Q12",6,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"386","Q12",7,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"387","Q12",8,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"388","Q12",9,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"389","Q12",10,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"390","Q12",11,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"391","Q12",12,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"392","Q12",13,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"393","Q12",15,"Parakeet Auklet","Least Auklet","Parakeet Auklet",FALSE,FALSE
"394","Q12",16,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"395","Q12",17,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"396","Q12",18,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"397","Q12",19,"Crested Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"398","Q12",20,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"399","Q12",21,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"400","Q12",22,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"401","Q12",23,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"402","Q12",24,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"403","Q12",25,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"404","Q12",26,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"405","Q12",28,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"406","Q12",29,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"407","Q12",30,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"408","Q12",31,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"409","Q12",32,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"410","Q12",33,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"411","Q12",34,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"412","Q12",35,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"413","Q12",36,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"414","Q12",38,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"415","Q12",39,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"416","Q12",40,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"417","Q12",42,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"418","Q12",43,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"419","Q12",44,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"420","Q12",45,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"421","Q12",46,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"422","Q12",47,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"423","Q12",48,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"424","Q12",49,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"425","Q13",1,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"426","Q13",2,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"427","Q13",3,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"428","Q13",4,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"429","Q13",5,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"430","Q13",7,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"431","Q13",8,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"432","Q13",9,"Parakeet Auklet","Rhinoceros Auklet","Parakeet Auklet",FALSE,FALSE
"433","Q13",10,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"434","Q13",12,"Parakeet Auklet","Crested Auklet","Parakeet Auklet",FALSE,FALSE
"435","Q13",13,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"436","Q13",14,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"437","Q13",15,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"438","Q13",16,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"439","Q13",17,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"440","Q13",18,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"441","Q13",19,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"442","Q13",20,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"443","Q13",22,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"444","Q13",24,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"445","Q13",25,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"446","Q13",26,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"447","Q13",27,"Parakeet Auklet","Crested Auklet","Parakeet Auklet",FALSE,FALSE
"448","Q13",29,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"449","Q13",30,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"450","Q13",31,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"451","Q13",32,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"452","Q13",33,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"453","Q13",35,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"454","Q13",36,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"455","Q13",37,"Parakeet Auklet","Rhinoceros Auklet","Parakeet Auklet",FALSE,FALSE
"456","Q13",38,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"457","Q13",40,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"458","Q13",42,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"459","Q13",43,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"460","Q13",44,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"461","Q13",45,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"462","Q13",46,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"463","Q13",47,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"464","Q13",48,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"465","Q13",49,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"466","Q14",0,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"467","Q14",1,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"468","Q14",2,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"469","Q14",3,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"470","Q14",4,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"471","Q14",5,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"472","Q14",6,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"473","Q14",7,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"474","Q14",8,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"475","Q14",9,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"476","Q14",10,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"477","Q14",11,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"478","Q14",12,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"479","Q14",13,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"480","Q14",14,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"481","Q14",15,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"482","Q14",16,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"483","Q14",17,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"484","Q14",18,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"485","Q14",19,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"486","Q14",21,"Parakeet Auklet","Least Auklet","Parakeet Auklet",FALSE,FALSE
"487","Q14",22,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"488","Q14",23,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"489","Q14",24,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"490","Q14",25,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"491","Q14",26,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"492","Q14",27,"Parakeet Auklet","Crested Auklet","Parakeet Auklet",FALSE,FALSE
"493","Q14",28,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"494","Q14",29,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"495","Q14",30,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"496","Q14",32,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"497","Q14",33,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"498","Q14",34,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"499","Q14",36,"Rhinoceros Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"500","Q14",37,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"501","Q14",41,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"502","Q14",42,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"503","Q14",43,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"504","Q14",44,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"505","Q14",45,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"506","Q14",47,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"507","Q14",48,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"508","Q14",49,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"509","Q15",0,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"510","Q15",1,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"511","Q15",2,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"512","Q15",3,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"513","Q15",4,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"514","Q15",5,"Parakeet Auklet","Least Auklet","Parakeet Auklet",FALSE,FALSE
"515","Q15",6,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"516","Q15",7,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"517","Q15",9,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"518","Q15",10,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"519","Q15",11,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"520","Q15",13,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"521","Q15",14,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"522","Q15",16,"Crested Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"523","Q15",17,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"524","Q15",18,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"525","Q15",19,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"526","Q15",20,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"527","Q15",22,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"528","Q15",23,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"529","Q15",24,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"530","Q15",25,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"531","Q15",26,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"532","Q15",27,"Parakeet Auklet","Rhinoceros Auklet","Parakeet Auklet",FALSE,FALSE
"533","Q15",28,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"534","Q15",29,"Crested Auklet","Least Auklet","Parakeet Auklet",FALSE,TRUE
"535","Q15",30,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"536","Q15",32,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"537","Q15",33,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"538","Q15",34,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"539","Q15",35,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"540","Q15",36,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"541","Q15",37,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"542","Q15",38,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"543","Q15",39,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"544","Q15",40,"Rhinoceros Auklet","Crested Auklet","Parakeet Auklet",FALSE,TRUE
"545","Q15",42,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"546","Q15",43,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"547","Q15",44,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"548","Q15",45,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"549","Q15",46,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"550","Q15",47,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"551","Q15",48,"Crested Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"552","Q15",49,"Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet",FALSE,FALSE
"553","Q16",0,"Rhinoceros Auklet","Crested Auklet","Rhinoceros Auklet",FALSE,FALSE
"554","Q16",3,"Crested Auklet","Parakeet Auklet","Rhinoceros Auklet",FALSE,TRUE
"555","Q16",4,"Crested Auklet","Rhinoceros Auklet","Rhinoceros Auklet",FALSE,FALSE
"556","Q16",6,"Rhinoceros Auklet","Parakeet Auklet","Rhinoceros Auklet",FALSE,FALSE
"557","Q16",8,"Rhinoceros Auklet","Parakeet Auklet","Rhinoceros Auklet",FALSE,FALSE
"558","Q16",9,"Crested Auklet","Parakeet Auklet","Rhinoceros Auklet",FALSE,TRUE
"559","Q16",10,"Rhinoceros Auklet","Crested Auklet","Rhinoceros Auklet",FALSE,FALSE
"560","Q16",19,"Rhinoceros Auklet","Least Auklet","Rhinoceros Auklet",FALSE,FALSE
"561","Q16",21,"Parakeet Auklet","Crested Auklet","Rhinoceros Auklet",FALSE,TRUE
"562","Q16",24,"Crested Auklet","Rhinoceros Auklet","Rhinoceros Auklet",FALSE,FALSE
"563","Q16",25,"Rhinoceros Auklet","Parakeet Auklet","Rhinoceros Auklet",FALSE,FALSE
"564","Q16",26,"Crested Auklet","Parakeet Auklet","Rhinoceros Auklet",FALSE,TRUE
"565","Q16",27,"Parakeet Auklet","Least Auklet","Rhinoceros Auklet",FALSE,TRUE
"566","Q16",29,"Crested Auklet","Rhinoceros Auklet","Rhinoceros Auklet",FALSE,FALSE
"567","Q16",30,"Rhinoceros Auklet","Parakeet Auklet","Rhinoceros Auklet",FALSE,FALSE
"568","Q16",36,"Crested Auklet","Parakeet Auklet","Rhinoceros Auklet",FALSE,TRUE
"569","Q16",37,"Crested Auklet","Rhinoceros Auklet","Rhinoceros Auklet",FALSE,FALSE
"570","Q16",38,"Rhinoceros Auklet","Parakeet Auklet","Rhinoceros Auklet",FALSE,FALSE
"571","Q16",39,"Rhinoceros Auklet","Parakeet Auklet","Rhinoceros Auklet",FALSE,FALSE
"572","Q16",40,"Rhinoceros Auklet","Least Auklet","Rhinoceros Auklet",FALSE,FALSE
"573","Q16",41,"Crested Auklet","Parakeet Auklet","Rhinoceros Auklet",FALSE,TRUE
"574","Q16",46,"Rhinoceros Auklet","Crested Auklet","Rhinoceros Auklet",FALSE,FALSE
"575","Q16",48,"Rhinoceros Auklet","Crested Auklet","Rhinoceros Auklet",FALSE,FALSE
"576","Q17",0,"Parakeet Auklet","Crested Auklet","Rhinoceros Auklet",FALSE,TRUE
"577","Q17",3,"Least Auklet","Parakeet Auklet","Rhinoceros Auklet",FALSE,TRUE
"578","Q17",6,"Rhinoceros Auklet","Parakeet Auklet","Rhinoceros Auklet",FALSE,FALSE
"579","Q17",7,"Rhinoceros Auklet","Crested Auklet","Rhinoceros Auklet",FALSE,FALSE
"580","Q17",8,"Rhinoceros Auklet","Parakeet Auklet","Rhinoceros Auklet",FALSE,FALSE
"581","Q17",9,"Rhinoceros Auklet","Parakeet Auklet","Rhinoceros Auklet",FALSE,FALSE
